resolved_path,image,label,label_norm,label_id
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcdark_c0.jpg,A04M6-JTPC-4615_r-15_orig_bcdark_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcdark_c1.jpg,A04M6-JTPC-4615_r-15_orig_bcdark_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcdark_c2.jpg,A04M6-JTPC-4615_r-15_orig_bcdark_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcdark_c3.jpg,A04M6-JTPC-4615_r-15_orig_bcdark_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcorig_c0.jpg,A04M6-JTPC-4615_r-15_orig_bcorig_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcorig_c1.jpg,A04M6-JTPC-4615_r-15_orig_bcorig_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcorig_c2.jpg,A04M6-JTPC-4615_r-15_orig_bcorig_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcorig_c3.jpg,A04M6-JTPC-4615_r-15_orig_bcorig_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcbright_c0.jpg,A04M6-JTPC-4615_r-15_orig_bcbright_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcbright_c1.jpg,A04M6-JTPC-4615_r-15_orig_bcbright_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcbright_c2.jpg,A04M6-JTPC-4615_r-15_orig_bcbright_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_orig_bcbright_c3.jpg,A04M6-JTPC-4615_r-15_orig_bcbright_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcdark_c0.jpg,A04M6-JTPC-4615_r-15_hf_bcdark_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcdark_c1.jpg,A04M6-JTPC-4615_r-15_hf_bcdark_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcdark_c2.jpg,A04M6-JTPC-4615_r-15_hf_bcdark_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcdark_c3.jpg,A04M6-JTPC-4615_r-15_hf_bcdark_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcorig_c0.jpg,A04M6-JTPC-4615_r-15_hf_bcorig_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcorig_c1.jpg,A04M6-JTPC-4615_r-15_hf_bcorig_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcorig_c2.jpg,A04M6-JTPC-4615_r-15_hf_bcorig_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcorig_c3.jpg,A04M6-JTPC-4615_r-15_hf_bcorig_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcbright_c0.jpg,A04M6-JTPC-4615_r-15_hf_bcbright_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcbright_c1.jpg,A04M6-JTPC-4615_r-15_hf_bcbright_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcbright_c2.jpg,A04M6-JTPC-4615_r-15_hf_bcbright_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r-15_hf_bcbright_c3.jpg,A04M6-JTPC-4615_r-15_hf_bcbright_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcdark_c0.jpg,A04M6-JTPC-4615_r0_orig_bcdark_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcdark_c1.jpg,A04M6-JTPC-4615_r0_orig_bcdark_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcdark_c2.jpg,A04M6-JTPC-4615_r0_orig_bcdark_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcdark_c3.jpg,A04M6-JTPC-4615_r0_orig_bcdark_c3.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcorig_c0.jpg,A04M6-JTPC-4615_r0_orig_bcorig_c0.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcorig_c1.jpg,A04M6-JTPC-4615_r0_orig_bcorig_c1.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcorig_c2.jpg,A04M6-JTPC-4615_r0_orig_bcorig_c2.jpg,Happy,happy,0
C:\Users\ADMIN\Downloads\emotion classification\data_emotions\augmented\train_images_aug\A04M6-JTPC-4615_r0_orig_bcorig_c3.jpg,A04M6-JTPC-4615_r0_orig_bcorig_c3.jpg,Happy,happy,0
